trial,seed,N,T,success,runtime_s,recovered_key,returncode
560,40000008009,8,400000,1,9.931,4F4E4D494B52,0
561,40000008010,8,400000,0,9.840,,1
562,40000008011,8,400000,0,10.339,,1
563,40000008012,8,400000,1,9.762,4F4E4D494B52,0
564,40000008013,8,400000,0,9.492,,1
565,40000008014,8,400000,1,9.762,4F4E4D494B52,0
566,40000008015,8,400000,0,9.704,,1
567,40000008016,8,400000,0,9.881,,1
568,40000008017,8,400000,0,10.397,,1
569,40000008018,8,400000,0,10.107,,1
570,40000008019,8,400000,1,9.946,4F4E4D494B52,0
571,40000008020,8,400000,0,10.868,,1
572,40000008021,8,400000,0,10.120,,1
573,40000008022,8,400000,1,10.062,4F4E4D494B52,0
574,40000008023,8,400000,0,10.312,,1
575,40000008024,8,400000,0,10.095,,1
576,40000008025,8,400000,0,9.991,,1
577,40000008026,8,400000,1,9.594,4F4E4D494B52,0
578,40000008027,8,400000,1,9.561,4F4E4D494B52,0
579,40000008028,8,400000,1,9.762,4F4E4D494B52,0
580,40000008029,8,400000,1,9.899,4F4E4D494B52,0
581,40000008030,8,400000,0,10.245,,1
582,40000008031,8,400000,1,10.081,4F4E4D494B52,0
583,40000008032,8,400000,1,9.898,4F4E4D494B52,0
584,40000008033,8,400000,1,10.139,4F4E4D494B52,0
585,40000008034,8,400000,1,9.956,4F4E4D494B52,0
586,40000008035,8,400000,0,10.282,,1
587,40000008036,8,400000,1,10.061,4F4E4D494B52,0
588,40000008037,8,400000,0,10.139,,1
589,40000008038,8,400000,1,9.979,4F4E4D494B52,0
590,40000008039,8,400000,0,9.833,,1
591,40000008040,8,400000,1,10.226,4F4E4D494B52,0
592,40000008041,8,400000,0,10.308,,1
593,40000008042,8,400000,0,10.131,,1
594,40000008043,8,400000,1,9.907,4F4E4D494B52,0
595,40000008044,8,400000,1,9.786,4F4E4D494B52,0
596,40000008045,8,400000,0,9.880,,1
597,40000008046,8,400000,0,10.243,,1
598,40000008047,8,400000,0,10.040,,1
599,40000008048,8,400000,1,10.441,4F4E4D494B52,0
600,40000008049,8,400000,1,9.760,4F4E4D494B52,0
601,40000010000,10,400000,0,10.912,,1
602,40000010001,10,400000,1,10.985,4F4E4D494B52,0
603,40000010002,10,400000,1,10.516,4F4E4D494B52,0
604,40000010003,10,400000,0,11.111,,1
605,40000010004,10,400000,1,10.405,4F4E4D494B52,0
606,40000010005,10,400000,1,10.158,4F4E4D494B52,0
607,40000010006,10,400000,1,10.788,4F4E4D494B52,0
608,40000010007,10,400000,0,10.726,,1
609,40000010008,10,400000,1,10.681,4F4E4D494B52,0
610,40000010009,10,400000,0,11.384,,1
611,40000010010,10,400000,0,11.056,,1
612,40000010011,10,400000,1,10.746,4F4E4D494B52,0
613,40000010012,10,400000,0,10.979,,1
614,40000010013,10,400000,1,10.327,4F4E4D494B52,0
615,40000010014,10,400000,0,11.210,,1
616,40000010015,10,400000,1,10.641,4F4E4D494B52,0
617,40000010016,10,400000,1,10.757,4F4E4D494B52,0
618,40000010017,10,400000,1,11.044,4F4E4D494B52,0
619,40000010018,10,400000,1,10.938,4F4E4D494B52,0
620,40000010019,10,400000,1,10.956,4F4E4D494B52,0
621,40000010020,10,400000,0,10.871,,1
622,40000010021,10,400000,1,11.788,4F4E4D494B52,0
623,40000010022,10,400000,1,11.362,4F4E4D494B52,0
624,40000010023,10,400000,0,11.531,,1
625,40000010024,10,400000,1,10.802,4F4E4D494B52,0
626,40000010025,10,400000,0,11.313,,1
627,40000010026,10,400000,0,10.796,,1
628,40000010027,10,400000,0,10.814,,1
629,40000010028,10,400000,0,10.870,,1
630,40000010029,10,400000,1,10.537,4F4E4D494B52,0
631,40000010030,10,400000,1,11.230,4F4E4D494B52,0
632,40000010031,10,400000,1,10.542,4F4E4D494B52,0
633,40000010032,10,400000,1,10.573,4F4E4D494B52,0
634,40000010033,10,400000,1,10.713,4F4E4D494B52,0
635,40000010034,10,400000,1,10.717,4F4E4D494B52,0
636,40000010035,10,400000,1,10.748,4F4E4D494B52,0
637,40000010036,10,400000,0,11.103,,1
638,40000010037,10,400000,1,10.478,4F4E4D494B52,0
639,40000010038,10,400000,0,10.845,,1
640,40000010039,10,400000,0,10.894,,1
641,40000010040,10,400000,1,10.622,4F4E4D494B52,0
642,40000010041,10,400000,0,10.728,,1
643,40000010042,10,400000,1,10.752,4F4E4D494B52,0
644,40000010043,10,400000,0,11.140,,1
645,40000010044,10,400000,0,11.320,,1
646,40000010045,10,400000,0,11.132,,1
647,40000010046,10,400000,0,10.793,,1
648,40000010047,10,400000,1,10.976,4F4E4D494B52,0
649,40000010048,10,400000,1,10.441,4F4E4D494B52,0
650,40000010049,10,400000,0,11.388,,1
651,40000012000,12,400000,1,11.584,4F4E4D494B52,0
652,40000012001,12,400000,1,11.912,4F4E4D494B52,0
653,40000012002,12,400000,1,11.405,4F4E4D494B52,0
654,40000012003,12,400000,1,11.771,4F4E4D494B52,0
655,40000012004,12,400000,1,11.435,4F4E4D494B52,0
656,40000012005,12,400000,1,12.248,4F4E4D494B52,0
657,40000012006,12,400000,1,11.703,4F4E4D494B52,0
658,40000012007,12,400000,1,11.707,4F4E4D494B52,0
659,40000012008,12,400000,1,11.424,4F4E4D494B52,0
660,40000012009,12,400000,1,11.952,4F4E4D494B52,0
661,40000012010,12,400000,1,12.026,4F4E4D494B52,0
662,40000012011,12,400000,0,11.839,,1
663,40000012012,12,400000,1,12.676,4F4E4D494B52,0
664,40000012013,12,400000,1,12.030,4F4E4D494B52,0
665,40000012014,12,400000,1,11.798,4F4E4D494B52,0
666,40000012015,12,400000,1,11.637,4F4E4D494B52,0
667,40000012016,12,400000,1,11.779,4F4E4D494B52,0
668,40000012017,12,400000,0,12.006,,1
669,40000012018,12,400000,1,12.061,4F4E4D494B52,0
670,40000012019,12,400000,1,11.784,4F4E4D494B52,0
671,40000012020,12,400000,1,12.052,4F4E4D494B52,0
672,40000012021,12,400000,0,11.795,,1
673,40000012022,12,400000,0,12.101,,1
674,40000012023,12,400000,0,11.791,,1
675,40000012024,12,400000,1,11.418,4F4E4D494B52,0
676,40000012025,12,400000,1,11.836,4F4E4D494B52,0
677,40000012026,12,400000,1,11.435,4F4E4D494B52,0
678,40000012027,12,400000,1,12.091,4F4E4D494B52,0
679,40000012028,12,400000,0,11.859,,1
680,40000012029,12,400000,1,11.343,4F4E4D494B52,0
681,40000012030,12,400000,0,11.702,,1
682,40000012031,12,400000,0,12.369,,1
683,40000012032,12,400000,1,11.667,4F4E4D494B52,0
684,40000012033,12,400000,1,11.495,4F4E4D494B52,0
685,40000012034,12,400000,1,12.027,4F4E4D494B52,0
686,40000012035,12,400000,1,11.724,4F4E4D494B52,0
687,40000012036,12,400000,1,11.823,4F4E4D494B52,0
688,40000012037,12,400000,1,11.545,4F4E4D494B52,0
689,40000012038,12,400000,1,11.775,4F4E4D494B52,0
690,40000012039,12,400000,1,11.605,4F4E4D494B52,0
691,40000012040,12,400000,1,11.852,4F4E4D494B52,0
692,40000012041,12,400000,0,12.062,,1
693,40000012042,12,400000,1,11.226,4F4E4D494B52,0
694,40000012043,12,400000,1,11.541,4F4E4D494B52,0
695,40000012044,12,400000,0,11.912,,1
696,40000012045,12,400000,1,11.549,4F4E4D494B52,0
697,40000012046,12,400000,1,11.728,4F4E4D494B52,0
698,40000012047,12,400000,0,12.211,,1
699,40000012048,12,400000,1,11.198,4F4E4D494B52,0
700,40000012049,12,400000,1,11.619,4F4E4D494B52,0
701,40000016000,16,400000,1,14.106,4F4E4D494B52,0
702,40000016001,16,400000,1,13.678,4F4E4D494B52,0
703,40000016002,16,400000,1,13.299,4F4E4D494B52,0
704,40000016003,16,400000,1,13.553,4F4E4D494B52,0
705,40000016004,16,400000,1,13.406,4F4E4D494B52,0
706,40000016005,16,400000,1,13.074,4F4E4D494B52,0
707,40000016006,16,400000,1,13.559,4F4E4D494B52,0
708,40000016007,16,400000,1,13.597,4F4E4D494B52,0
709,40000016008,16,400000,1,14.095,4F4E4D494B52,0
710,40000016009,16,400000,1,13.298,4F4E4D494B52,0
711,40000016010,16,400000,1,12.829,4F4E4D494B52,0
712,40000016011,16,400000,1,13.587,4F4E4D494B52,0
713,40000016012,16,400000,0,12.930,,1
714,40000016013,16,400000,1,14.018,4F4E4D494B52,0
715,40000016014,16,400000,1,13.910,4F4E4D494B52,0
716,40000016015,16,400000,1,13.987,4F4E4D494B52,0
717,40000016016,16,400000,1,13.851,4F4E4D494B52,0
718,40000016017,16,400000,1,14.615,4F4E4D494B52,0
719,40000016018,16,400000,0,14.930,,1
720,40000016019,16,400000,1,14.187,4F4E4D494B52,0
721,40000016020,16,400000,1,13.767,4F4E4D494B52,0
722,40000016021,16,400000,1,13.164,4F4E4D494B52,0
723,40000016022,16,400000,1,13.453,4F4E4D494B52,0
724,40000016023,16,400000,1,14.099,4F4E4D494B52,0
725,40000016024,16,400000,1,13.871,4F4E4D494B52,0
726,40000016025,16,400000,1,14.153,4F4E4D494B52,0
727,40000016026,16,400000,1,14.015,4F4E4D494B52,0
728,40000016027,16,400000,1,13.695,4F4E4D494B52,0
729,40000016028,16,400000,0,14.206,,1
730,40000016029,16,400000,1,13.806,4F4E4D494B52,0
731,40000016030,16,400000,1,13.443,4F4E4D494B52,0
732,40000016031,16,400000,1,14.467,4F4E4D494B52,0
733,40000016032,16,400000,1,14.058,4F4E4D494B52,0
734,40000016033,16,400000,1,14.191,4F4E4D494B52,0
735,40000016034,16,400000,1,14.033,4F4E4D494B52,0
736,40000016035,16,400000,1,13.988,4F4E4D494B52,0
737,40000016036,16,400000,1,13.764,4F4E4D494B52,0
738,40000016037,16,400000,0,14.618,,1
739,40000016038,16,400000,1,14.419,4F4E4D494B52,0
740,40000016039,16,400000,1,14.285,4F4E4D494B52,0
741,40000016040,16,400000,1,14.615,4F4E4D494B52,0
742,40000016041,16,400000,1,14.583,4F4E4D494B52,0
743,40000016042,16,400000,1,13.531,4F4E4D494B52,0
744,40000016043,16,400000,1,13.545,4F4E4D494B52,0
745,40000016044,16,400000,1,14.654,4F4E4D494B52,0
746,40000016045,16,400000,1,12.945,4F4E4D494B52,0
747,40000016046,16,400000,1,14.830,4F4E4D494B52,0
748,40000016047,16,400000,1,14.161,4F4E4D494B52,0
749,40000016048,16,400000,0,14.348,,1
750,40000016049,16,400000,0,14.117,,1
751,40000020000,20,400000,1,15.363,4F4E4D494B52,0
752,40000020001,20,400000,1,16.081,4F4E4D494B52,0
753,40000020002,20,400000,1,16.907,4F4E4D494B52,0
754,40000020003,20,400000,1,16.025,4F4E4D494B52,0
755,40000020004,20,400000,1,15.321,4F4E4D494B52,0
756,40000020005,20,400000,1,15.969,4F4E4D494B52,0
757,40000020006,20,400000,1,16.033,4F4E4D494B52,0
758,40000020007,20,400000,1,17.293,4F4E4D494B52,0
759,40000020008,20,400000,1,16.896,4F4E4D494B52,0
760,40000020009,20,400000,1,16.076,4F4E4D494B52,0
761,40000020010,20,400000,1,16.535,4F4E4D494B52,0
762,40000020011,20,400000,1,16.251,4F4E4D494B52,0
763,40000020012,20,400000,1,16.260,4F4E4D494B52,0
764,40000020013,20,400000,1,16.310,4F4E4D494B52,0
765,40000020014,20,400000,1,16.436,4F4E4D494B52,0
766,40000020015,20,400000,1,17.626,4F4E4D494B52,0
767,40000020016,20,400000,1,16.091,4F4E4D494B52,0
768,40000020017,20,400000,1,16.258,4F4E4D494B52,0
769,40000020018,20,400000,1,15.885,4F4E4D494B52,0
770,40000020019,20,400000,0,16.364,,1
771,40000020020,20,400000,0,16.363,,1
772,40000020021,20,400000,1,17.070,4F4E4D494B52,0
773,40000020022,20,400000,1,19.131,4F4E4D494B52,0
774,40000020023,20,400000,1,16.482,4F4E4D494B52,0
775,40000020024,20,400000,1,17.030,4F4E4D494B52,0
776,40000020025,20,400000,1,16.931,4F4E4D494B52,0
777,40000020026,20,400000,1,17.633,4F4E4D494B52,0
778,40000020027,20,400000,1,16.188,4F4E4D494B52,0
779,40000020028,20,400000,1,16.348,4F4E4D494B52,0
780,40000020029,20,400000,0,14.536,,1
781,40000020030,20,400000,1,15.753,4F4E4D494B52,0
782,40000020031,20,400000,1,15.387,4F4E4D494B52,0
783,40000020032,20,400000,1,16.038,4F4E4D494B52,0
784,40000020033,20,400000,1,16.379,4F4E4D494B52,0
785,40000020034,20,400000,1,16.123,4F4E4D494B52,0
786,40000020035,20,400000,1,15.471,4F4E4D494B52,0
787,40000020036,20,400000,1,15.543,4F4E4D494B52,0
788,40000020037,20,400000,1,15.877,4F4E4D494B52,0
789,40000020038,20,400000,1,15.186,4F4E4D494B52,0
790,40000020039,20,400000,1,14.899,4F4E4D494B52,0
791,40000020040,20,400000,1,16.102,4F4E4D494B52,0
792,40000020041,20,400000,1,16.093,4F4E4D494B52,0
793,40000020042,20,400000,1,16.551,4F4E4D494B52,0
794,40000020043,20,400000,0,15.837,,1
795,40000020044,20,400000,1,15.760,4F4E4D494B52,0
796,40000020045,20,400000,1,15.886,4F4E4D494B52,0
797,40000020046,20,400000,1,15.573,4F4E4D494B52,0
798,40000020047,20,400000,1,15.092,4F4E4D494B52,0
799,40000020048,20,400000,1,16.599,4F4E4D494B52,0
800,40000020049,20,400000,1,16.144,4F4E4D494B52,0
801,40000024000,24,400000,1,18.591,4F4E4D494B52,0
802,40000024001,24,400000,1,19.619,4F4E4D494B52,0
803,40000024002,24,400000,1,18.692,4F4E4D494B52,0
804,40000024003,24,400000,1,18.097,4F4E4D494B52,0
805,40000024004,24,400000,1,18.013,4F4E4D494B52,0
806,40000024005,24,400000,1,18.166,4F4E4D494B52,0
807,40000024006,24,400000,1,19.801,4F4E4D494B52,0
808,40000024007,24,400000,1,17.173,4F4E4D494B52,0
809,40000024008,24,400000,1,19.800,4F4E4D494B52,0
810,40000024009,24,400000,0,17.913,,1
811,40000024010,24,400000,1,18.452,4F4E4D494B52,0
812,40000024011,24,400000,1,18.455,4F4E4D494B52,0
813,40000024012,24,400000,1,18.504,4F4E4D494B52,0
814,40000024013,24,400000,1,17.902,4F4E4D494B52,0
815,40000024014,24,400000,1,19.233,4F4E4D494B52,0
816,40000024015,24,400000,1,18.684,4F4E4D494B52,0
817,40000024016,24,400000,1,17.851,4F4E4D494B52,0
818,40000024017,24,400000,1,18.553,4F4E4D494B52,0
819,40000024018,24,400000,1,18.302,4F4E4D494B52,0
820,40000024019,24,400000,1,18.880,4F4E4D494B52,0
821,40000024020,24,400000,1,17.790,4F4E4D494B52,0
822,40000024021,24,400000,1,18.188,4F4E4D494B52,0
823,40000024022,24,400000,1,17.436,4F4E4D494B52,0
824,40000024023,24,400000,1,18.813,4F4E4D494B52,0
825,40000024024,24,400000,1,19.216,4F4E4D494B52,0
826,40000024025,24,400000,0,17.859,,1
827,40000024026,24,400000,1,17.785,4F4E4D494B52,0
828,40000024027,24,400000,1,18.467,4F4E4D494B52,0
829,40000024028,24,400000,1,18.776,4F4E4D494B52,0
830,40000024029,24,400000,1,18.015,4F4E4D494B52,0
831,40000024030,24,400000,1,17.859,4F4E4D494B52,0
832,40000024031,24,400000,1,18.387,4F4E4D494B52,0
833,40000024032,24,400000,1,18.138,4F4E4D494B52,0
834,40000024033,24,400000,1,18.093,4F4E4D494B52,0
835,40000024034,24,400000,1,18.806,4F4E4D494B52,0
836,40000024035,24,400000,1,19.069,4F4E4D494B52,0
837,40000024036,24,400000,1,19.101,4F4E4D494B52,0
838,40000024037,24,400000,1,18.333,4F4E4D494B52,0
839,40000024038,24,400000,1,17.894,4F4E4D494B52,0
840,40000024039,24,400000,1,18.885,4F4E4D494B52,0
841,40000024040,24,400000,1,17.339,4F4E4D494B52,0
842,40000024041,24,400000,1,17.657,4F4E4D494B52,0
843,40000024042,24,400000,1,19.368,4F4E4D494B52,0
844,40000024043,24,400000,1,17.040,4F4E4D494B52,0
845,40000024044,24,400000,1,18.979,4F4E4D494B52,0
846,40000024045,24,400000,1,16.562,4F4E4D494B52,0
847,40000024046,24,400000,1,18.278,4F4E4D494B52,0
848,40000024047,24,400000,1,17.866,4F4E4D494B52,0
849,40000024048,24,400000,1,18.796,4F4E4D494B52,0
850,40000024049,24,400000,1,18.655,4F4E4D494B52,0
851,40000032000,32,400000,1,23.148,4F4E4D494B52,0
852,40000032001,32,400000,1,24.194,4F4E4D494B52,0
853,40000032002,32,400000,1,20.554,4F4E4D494B52,0
854,40000032003,32,400000,1,23.205,4F4E4D494B52,0
855,40000032004,32,400000,1,22.038,4F4E4D494B52,0
856,40000032005,32,400000,1,22.822,4F4E4D494B52,0
857,40000032006,32,400000,1,22.472,4F4E4D494B52,0
858,40000032007,32,400000,1,23.768,4F4E4D494B52,0
859,40000032008,32,400000,1,23.205,4F4E4D494B52,0
860,40000032009,32,400000,1,23.514,4F4E4D494B52,0
861,40000032010,32,400000,1,22.999,4F4E4D494B52,0
862,40000032011,32,400000,1,22.913,4F4E4D494B52,0
863,40000032012,32,400000,1,21.019,4F4E4D494B52,0
864,40000032013,32,400000,1,18.724,4F4E4D494B52,0
865,40000032014,32,400000,1,22.775,4F4E4D494B52,0
866,40000032015,32,400000,1,24.311,4F4E4D494B52,0
867,40000032016,32,400000,1,22.667,4F4E4D494B52,0
868,40000032017,32,400000,1,25.175,4F4E4D494B52,0
869,40000032018,32,400000,1,24.604,4F4E4D494B52,0
870,40000032019,32,400000,1,22.393,4F4E4D494B52,0
871,40000032020,32,400000,1,23.370,4F4E4D494B52,0
872,40000032021,32,400000,1,22.732,4F4E4D494B52,0
873,40000032022,32,400000,1,22.766,4F4E4D494B52,0
874,40000032023,32,400000,1,23.457,4F4E4D494B52,0
875,40000032024,32,400000,1,23.008,4F4E4D494B52,0
876,40000032025,32,400000,1,23.940,4F4E4D494B52,0
877,40000032026,32,400000,1,21.810,4F4E4D494B52,0
878,40000032027,32,400000,1,23.498,4F4E4D494B52,0
879,40000032028,32,400000,1,22.594,4F4E4D494B52,0
880,40000032029,32,400000,0,23.734,,1
881,40000032030,32,400000,1,23.524,4F4E4D494B52,0
882,40000032031,32,400000,1,24.889,4F4E4D494B52,0
883,40000032032,32,400000,1,23.644,4F4E4D494B52,0
884,40000032033,32,400000,1,23.905,4F4E4D494B52,0
885,40000032034,32,400000,1,24.948,4F4E4D494B52,0
886,40000032035,32,400000,1,24.549,4F4E4D494B52,0
887,40000032036,32,400000,1,23.412,4F4E4D494B52,0
888,40000032037,32,400000,1,22.518,4F4E4D494B52,0
889,40000032038,32,400000,1,24.092,4F4E4D494B52,0
890,40000032039,32,400000,1,24.873,4F4E4D494B52,0
891,40000032040,32,400000,1,22.511,4F4E4D494B52,0
892,40000032041,32,400000,1,22.934,4F4E4D494B52,0
893,40000032042,32,400000,1,23.813,4F4E4D494B52,0
894,40000032043,32,400000,1,22.088,4F4E4D494B52,0
895,40000032044,32,400000,1,23.612,4F4E4D494B52,0
896,40000032045,32,400000,1,22.882,4F4E4D494B52,0
897,40000032046,32,400000,1,21.831,4F4E4D494B52,0
898,40000032047,32,400000,1,22.698,4F4E4D494B52,0
899,40000032048,32,400000,1,23.198,4F4E4D494B52,0
900,40000032049,32,400000,1,25.978,4F4E4D494B52,0
901,80000004000,4,800000,1,16.883,4F4E4D494B52,0
902,80000004001,4,800000,0,18.080,,1
903,80000004002,4,800000,0,18.037,,1
904,80000004003,4,800000,0,18.517,,1
905,80000004004,4,800000,0,18.199,,1
906,80000004005,4,800000,0,18.173,,1
907,80000004006,4,800000,0,16.970,,1
908,80000004007,4,800000,0,19.030,,1
909,80000004008,4,800000,0,17.970,,1
910,80000004009,4,800000,0,18.014,,1
911,80000004010,4,800000,0,17.445,,1
912,80000004011,4,800000,1,17.783,4F4E4D494B52,0
913,80000004012,4,800000,0,19.136,,1
914,80000004013,4,800000,0,18.096,,1
915,80000004014,4,800000,0,18.400,,1
916,80000004015,4,800000,0,18.089,,1
917,80000004016,4,800000,0,18.380,,1
918,80000004017,4,800000,0,17.853,,1
919,80000004018,4,800000,0,18.678,,1
920,80000004019,4,800000,0,18.411,,1
921,80000004020,4,800000,1,17.805,4F4E4D494B52,0
922,80000004021,4,800000,0,17.957,,1
923,80000004022,4,800000,0,18.535,,1
924,80000004023,4,800000,0,17.739,,1
925,80000004024,4,800000,0,19.384,,1
926,80000004025,4,800000,0,18.796,,1
927,80000004026,4,800000,0,18.738,,1
928,80000004027,4,800000,0,17.931,,1
929,80000004028,4,800000,0,19.470,,1
930,80000004029,4,800000,0,18.956,,1
931,80000004030,4,800000,0,18.367,,1
932,80000004031,4,800000,0,18.576,,1
933,80000004032,4,800000,0,18.628,,1
934,80000004033,4,800000,0,17.791,,1
935,80000004034,4,800000,0,18.348,,1
936,80000004035,4,800000,0,17.588,,1
937,80000004036,4,800000,1,16.733,4F4E4D494B52,0
938,80000004037,4,800000,0,17.909,,1
939,80000004038,4,800000,0,18.041,,1
940,80000004039,4,800000,0,17.484,,1
941,80000004040,4,800000,0,19.140,,1
942,80000004041,4,800000,0,18.103,,1
943,80000004042,4,800000,1,16.965,4F4E4D494B52,0
944,80000004043,4,800000,0,18.873,,1
945,80000004044,4,800000,0,18.250,,1
946,80000004045,4,800000,1,17.962,4F4E4D494B52,0
947,80000004046,4,800000,1,18.710,4F4E4D494B52,0
948,80000004047,4,800000,0,18.204,,1
949,80000004048,4,800000,0,17.702,,1
950,80000004049,4,800000,0,17.972,,1
951,80000006000,6,800000,0,18.089,,1
952,80000006001,6,800000,0,18.854,,1
953,80000006002,6,800000,0,18.914,,1
954,80000006003,6,800000,0,18.197,,1
955,80000006004,6,800000,0,18.485,,1
956,80000006005,6,800000,0,17.865,,1
957,80000006006,6,800000,0,17.984,,1
958,80000006007,6,800000,0,17.889,,1
959,80000006008,6,800000,0,19.443,,1
960,80000006009,6,800000,0,17.836,,1
961,80000006010,6,800000,0,18.673,,1
962,80000006011,6,800000,1,17.946,4F4E4D494B52,0
963,80000006012,6,800000,0,18.489,,1
964,80000006013,6,800000,0,20.162,,1
965,80000006014,6,800000,0,18.140,,1
966,80000006015,6,800000,0,18.301,,1
967,80000006016,6,800000,0,18.486,,1
968,80000006017,6,800000,0,18.829,,1
969,80000006018,6,800000,0,18.314,,1
970,80000006019,6,800000,0,18.068,,1
971,80000006020,6,800000,0,19.161,,1
972,80000006021,6,800000,0,18.225,,1
973,80000006022,6,800000,0,18.621,,1
974,80000006023,6,800000,1,17.715,4F4E4D494B52,0
975,80000006024,6,800000,1,17.053,4F4E4D494B52,0
976,80000006025,6,800000,0,18.416,,1
977,80000006026,6,800000,0,18.786,,1
978,80000006027,6,800000,0,18.773,,1
979,80000006028,6,800000,1,17.898,4F4E4D494B52,0
980,80000006029,6,800000,0,17.949,,1
981,80000006030,6,800000,0,17.613,,1
982,80000006031,6,800000,1,17.701,4F4E4D494B52,0
983,80000006032,6,800000,1,17.457,4F4E4D494B52,0
984,80000006033,6,800000,0,18.641,,1
985,80000006034,6,800000,0,18.919,,1
986,80000006035,6,800000,1,18.090,4F4E4D494B52,0
987,80000006036,6,800000,0,18.284,,1
988,80000006037,6,800000,1,18.112,4F4E4D494B52,0
989,80000006038,6,800000,1,19.174,4F4E4D494B52,0
990,80000006039,6,800000,0,17.995,,1
991,80000006040,6,800000,0,18.878,,1
992,80000006041,6,800000,1,17.512,4F4E4D494B52,0
993,80000006042,6,800000,1,17.448,4F4E4D494B52,0
994,80000006043,6,800000,0,17.767,,1
995,80000006044,6,800000,0,18.209,,1
996,80000006045,6,800000,0,18.561,,1
997,80000006046,6,800000,1,17.862,4F4E4D494B52,0
998,80000006047,6,800000,0,19.114,,1
999,80000006048,6,800000,0,18.277,,1
1000,80000006049,6,800000,0,19.197,,1
1001,80000008000,8,800000,1,19.430,4F4E4D494B52,0
1002,80000008001,8,800000,0,19.234,,1
1003,80000008002,8,800000,0,18.918,,1
1004,80000008003,8,800000,0,19.652,,1
1005,80000008004,8,800000,1,21.003,4F4E4D494B52,0
1006,80000008005,8,800000,1,19.569,4F4E4D494B52,0
1007,80000008006,8,800000,0,20.408,,1
1008,80000008007,8,800000,0,19.714,,1
1009,80000008008,8,800000,1,19.854,4F4E4D494B52,0
1010,80000008009,8,800000,0,19.725,,1
1011,80000008010,8,800000,0,19.665,,1
1012,80000008011,8,800000,0,19.576,,1
1013,80000008012,8,800000,0,20.334,,1
1014,80000008013,8,800000,0,19.092,,1
1015,80000008014,8,800000,1,18.570,4F4E4D494B52,0
1016,80000008015,8,800000,1,18.307,4F4E4D494B52,0
1017,80000008016,8,800000,1,18.491,4F4E4D494B52,0
1018,80000008017,8,800000,1,19.060,4F4E4D494B52,0
1019,80000008018,8,800000,0,20.684,,1
1020,80000008019,8,800000,1,19.210,4F4E4D494B52,0
1021,80000008020,8,800000,1,19.299,4F4E4D494B52,0
1022,80000008021,8,800000,0,18.761,,1
1023,80000008022,8,800000,1,20.537,4F4E4D494B52,0
1024,80000008023,8,800000,1,18.729,4F4E4D494B52,0
1025,80000008024,8,800000,0,19.540,,1
1026,80000008025,8,800000,1,18.539,4F4E4D494B52,0
1027,80000008026,8,800000,1,20.044,4F4E4D494B52,0
1028,80000008027,8,800000,0,18.962,,1
1029,80000008028,8,800000,0,19.181,,1
1030,80000008029,8,800000,0,19.631,,1
1031,80000008030,8,800000,0,21.365,,1
1032,80000008031,8,800000,1,20.121,4F4E4D494B52,0
1033,80000008032,8,800000,1,19.393,4F4E4D494B52,0
1034,80000008033,8,800000,0,19.684,,1
1035,80000008034,8,800000,0,20.754,,1
1036,80000008035,8,800000,1,19.372,4F4E4D494B52,0
1037,80000008036,8,800000,0,19.026,,1
1038,80000008037,8,800000,0,19.790,,1
1039,80000008038,8,800000,0,20.107,,1
1040,80000008039,8,800000,0,19.078,,1
1041,80000008040,8,800000,1,19.570,4F4E4D494B52,0
1042,80000008041,8,800000,1,18.338,4F4E4D494B52,0
1043,80000008042,8,800000,1,18.665,4F4E4D494B52,0
1044,80000008043,8,800000,1,19.394,4F4E4D494B52,0
1045,80000008044,8,800000,1,18.916,4F4E4D494B52,0
1046,80000008045,8,800000,0,19.108,,1
1047,80000008046,8,800000,0,19.266,,1
1048,80000008047,8,800000,1,20.363,4F4E4D494B52,0
1049,80000008048,8,800000,1,18.754,4F4E4D494B52,0
1050,80000008049,8,800000,1,19.075,4F4E4D494B52,0
1051,80000010000,10,800000,0,20.937,,1
1052,80000010001,10,800000,1,20.604,4F4E4D494B52,0
1053,80000010002,10,800000,1,21.110,4F4E4D494B52,0
1054,80000010003,10,800000,1,20.971,4F4E4D494B52,0
1055,80000010004,10,800000,1,21.010,4F4E4D494B52,0
1056,80000010005,10,800000,1,20.381,4F4E4D494B52,0
1057,80000010006,10,800000,1,20.672,4F4E4D494B52,0
1058,80000010007,10,800000,1,20.203,4F4E4D494B52,0
1059,80000010008,10,800000,1,21.528,4F4E4D494B52,0
1060,80000010009,10,800000,1,21.470,4F4E4D494B52,0
1061,80000010010,10,800000,0,20.028,,1
1062,80000010011,10,800000,1,21.425,4F4E4D494B52,0
1063,80000010012,10,800000,1,20.350,4F4E4D494B52,0
1064,80000010013,10,800000,1,20.587,4F4E4D494B52,0
1065,80000010014,10,800000,0,21.356,,1
1066,80000010015,10,800000,1,20.537,4F4E4D494B52,0
1067,80000010016,10,800000,0,23.090,,1
1068,80000010017,10,800000,0,21.177,,1
1069,80000010018,10,800000,0,21.554,,1
1070,80000010019,10,800000,0,21.189,,1
1071,80000010020,10,800000,1,21.031,4F4E4D494B52,0
1072,80000010021,10,800000,1,21.517,4F4E4D494B52,0
1073,80000010022,10,800000,1,21.480,4F4E4D494B52,0
1074,80000010023,10,800000,0,21.708,,1
1075,80000010024,10,800000,1,21.633,4F4E4D494B52,0
1076,80000010025,10,800000,0,20.324,,1
1077,80000010026,10,800000,0,21.344,,1
